==3100== Memcheck, a memory error detector
Current Savings Balance for 4659001911688512: 666870.22
Current Savings Balance for 0793710490620664: 4588266.68
Current Savings Balance for 9980216556183046: 2228168.81
Current Savings Balance for 0793710490620664: 4587037.32
Current Savings Balance for 4659001911688512: 669346.31
Current Savings Balance for 6847226299857821: 570865.47
Current Savings Balance for 1093278990669429: 1132186.36
Current Savings Balance for 0793710490620664: 4585875.47
Current Savings Balance for 9980216556183046: 2226416.80
Current Savings Balance for 6847226299857821: 572103.26
Current Savings Balance for 4659001911688512: 674046.58
Current Savings Balance for 4659001911688512: 672421.31
Current Savings Balance for 8255171551994747: 3191856.01
Current Savings Balance for 6847226299857821: 572028.06
Current Savings Balance for 2076962079974167: 4025882.72
Current Savings Balance for 7966380955913694: 2841174.94
Current Savings Balance for 7966380955913694: 2841174.94
Current Savings Balance for 8255171551994747: 3188638.20
Current Savings Balance for 6847226299857821: 572591.32
Current Savings Balance for 3491588839892013: 3947328.15
Current Savings Balance for 6847226299857821: 574107.75
Current Savings Balance for 8028716243309826: 1618554.56
Current Savings Balance for 1093278990669429: 1130855.61
Current Savings Balance for 2076962079974167: 4023993.96
Current Savings Balance for 9980216556183046: 2233203.38
Current Savings Balance for 0793710490620664: 4584491.09
Current Savings Balance for 1093278990669429: 1129046.30
Current Savings Balance for 2076962079974167: 4020470.37
Current Savings Balance for 1093278990669429: 1128506.89
Current Savings Balance for 3491588839892013: 3947523.14
Current Savings Balance for 3491588839892013: 3947523.14
Current Savings Balance for 4659001911688512: 675668.83
Current Savings Balance for 7966380955913694: 2853044.97
Current Savings Balance for 9980216556183046: 2234591.26
Current Savings Balance for 0793710490620664: 4588212.96
Current Savings Balance for 3491588839892013: 3952008.40
Current Savings Balance for 2076962079974167: 4016546.65
Current Savings Balance for 8028716243309826: 1619044.70
Current Savings Balance for 9980216556183046: 2232525.75
Current Savings Balance for 8028716243309826: 1619515.38
Current Savings Balance for 1093278990669429: 1123412.34
Current Savings Balance for 8255171551994747: 3188579.75
Current Savings Balance for 2076962079974167: 4019332.31
Current Savings Balance for 3491588839892013: 3951098.46
Current Savings Balance for 8028716243309826: 1619515.38
Current Savings Balance for 7966380955913694: 2854770.57
Current Savings Balance for 7966380955913694: 2854779.85
Current Savings Balance for 4659001911688512: 679217.11
Current Savings Balance for 4659001911688512: 679217.11
Current Savings Balance for 7966380955913694: 2856189.93
Current Savings Balance for 3491588839892013: 3947974.68
Current Savings Balance for 9980216556183046: 2227586.97
Current Savings Balance for 9980216556183046: 2227200.58
Current Savings Balance for 8028716243309826: 1618046.86
Current Savings Balance for 6847226299857821: 574095.01
Current Savings Balance for 6847226299857821: 574095.01
Current Savings Balance for 3491588839892013: 3947640.91
Current Savings Balance for 8028716243309826: 1619209.17
Current Savings Balance for 9980216556183046: 2234632.04
Current Savings Balance for 0793710490620664: 4587675.07
Current Savings Balance for 6847226299857821: 573177.14
Current Savings Balance for 2076962079974167: 4014758.52
Current Savings Balance for 9980216556183046: 2233447.50
Current Savings Balance for 2076962079974167: 4012122.98
Current Savings Balance for 3491588839892013: 3941612.75
Current Savings Balance for 2076962079974167: 4012421.52
Current Savings Balance for 9980216556183046: 2229710.39
Current Savings Balance for 4659001911688512: 680118.42
Current Savings Balance for 6847226299857821: 577102.83
Current Savings Balance for 8028716243309826: 1620990.61
Current Savings Balance for 2076962079974167: 4011844.06
Current Savings Balance for 1093278990669429: 1131589.18
Current Savings Balance for 8255171551994747: 3179945.42
Current Savings Balance for 8028716243309826: 1620990.61
Current Savings Balance for 9980216556183046: 2231850.67
Current Savings Balance for 0793710490620664: 4587602.24
Current Savings Balance for 7966380955913694: 2856978.79
Current Savings Balance for 0793710490620664: 4589075.07
Current Savings Balance for 1093278990669429: 1125500.02
Current Savings Balance for 8255171551994747: 3182442.65
Current Savings Balance for 2076962079974167: 4010956.64
Current Savings Balance for 2076962079974167: 4012542.79
Current Savings Balance for 1093278990669429: 1120493.20
Current Savings Balance for 8028716243309826: 1625615.40
Current Savings Balance for 8255171551994747: 3180640.49
Current Savings Balance for 7966380955913694: 2855253.82
Current Savings Balance for 7966380955913694: 2856113.05
Current Savings Balance for 9980216556183046: 2229564.16
Current Savings Balance for 8028716243309826: 1626860.74
Current Savings Balance for 0793710490620664: 4590552.92
Current Savings Balance for 8028716243309826: 1626860.74
Current Savings Balance for 8028716243309826: 1625681.52
Current Savings Balance for 8028716243309826: 1624021.57
Current Savings Balance for 8255171551994747: 3174028.88
Current Savings Balance for 7966380955913694: 2851394.93
Current Savings Balance for 1093278990669429: 1122887.42
Current Savings Balance for 0793710490620664: 4593150.06
Current Savings Balance for 1093278990669429: 1122887.42
Current Savings Balance for 6847226299857821: 588096.47
Current Savings Balance for 0793710490620664: 4590637.59
Current Savings Balance for 0793710490620664: 4589375.61
Current Savings Balance for 2076962079974167: 4012204.26
Current Savings Balance for 6847226299857821: 585964.38
Current Savings Balance for 0793710490620664: 4589209.72
Current Savings Balance for 2076962079974167: 4010047.20
Current Savings Balance for 8028716243309826: 1626012.22
Current Savings Balance for 6847226299857821: 584644.07
Current Savings Balance for 2076962079974167: 4009441.90
Current Savings Balance for 0793710490620664: 4585675.37
Current Savings Balance for 2076962079974167: 4006958.77
Current Savings Balance for 3491588839892013: 3929229.81
Current Savings Balance for 0793710490620664: 4586276.96
Current Savings Balance for 4659001911688512: 693183.41
Current Savings Balance for 0793710490620664: 4586276.96
Current Savings Balance for 8028716243309826: 1627923.10
Current Savings Balance for 8255171551994747: 3181448.75
Current Savings Balance for 4659001911688512: 693183.41
Current Savings Balance for 8255171551994747: 3181448.75
Current Savings Balance for 4659001911688512: 693183.41
Current Savings Balance for 8028716243309826: 1627923.10
Current Savings Balance for 0793710490620664: 4587479.38
Current Savings Balance for 8028716243309826: 1629663.10
Current Savings Balance for 2076962079974167: 4003545.44
Current Savings Balance for 8255171551994747: 3182473.38
Current Savings Balance for 4659001911688512: 694941.44
Current Savings Balance for 2076962079974167: 4003684.69
Current Savings Balance for 7966380955913694: 2849789.80
Current Savings Balance for 4659001911688512: 694215.79
Current Savings Balance for 3491588839892013: 3928923.03
Current Savings Balance for 6847226299857821: 587598.12
Current Savings Balance for 8255171551994747: 3181275.33
Current Savings Balance for 4659001911688512: 696206.78
Current Savings Balance for 4659001911688512: 697858.94
Current Savings Balance for 7966380955913694: 2845212.13
Current Savings Balance for 9980216556183046: 2230744.40
Current Savings Balance for 8255171551994747: 3182357.65
Current Savings Balance for 8028716243309826: 1624389.49
Current Savings Balance for 8255171551994747: 3182704.66
Current Savings Balance for 8255171551994747: 3183593.43
Current Savings Balance for 6847226299857821: 596929.09
Current Savings Balance for 8028716243309826: 1625594.22
Current Savings Balance for 8028716243309826: 1625594.22
Current Savings Balance for 3491588839892013: 3929523.04
Current Savings Balance for 1093278990669429: 1125254.93
Current Savings Balance for 0793710490620664: 4581712.99
Current Savings Balance for 4659001911688512: 700304.93
Current Savings Balance for 6847226299857821: 593523.05
Current Savings Balance for 6847226299857821: 594996.48
Current Savings Balance for 2076962079974167: 4001465.82
Current Savings Balance for 2076962079974167: 4000057.88
Current Savings Balance for 7966380955913694: 2838801.71
Current Savings Balance for 8255171551994747: 3184240.37
Current Savings Balance for 7966380955913694: 2839380.58
Current Savings Balance for 2076962079974167: 3998384.87
Current Savings Balance for 4659001911688512: 707457.14
Current Savings Balance for 8028716243309826: 1630996.05
Current Savings Balance for 8255171551994747: 3182514.83
Current Savings Balance for 6847226299857821: 600531.13
Current Savings Balance for 2076962079974167: 4001017.07
Current Savings Balance for 6847226299857821: 599974.76
Current Savings Balance for 8028716243309826: 1630996.05
Current Savings Balance for 9980216556183046: 2218205.00
Current Savings Balance for 8255171551994747: 3186770.58
Current Savings Balance for 0793710490620664: 4566039.38
Current Savings Balance for 1093278990669429: 1128723.54
Current Savings Balance for 2076962079974167: 3996894.01
Current Savings Balance for 7966380955913694: 2840216.38
Current Savings Balance for 1093278990669429: 1128042.91
Current Savings Balance for 1093278990669429: 1131579.06
Current Savings Balance for 8028716243309826: 1632826.71
Current Savings Balance for 3491588839892013: 3918185.93
Current Savings Balance for 8255171551994747: 3188480.36
Current Savings Balance for 2076962079974167: 3993681.11
Current Savings Balance for 8028716243309826: 1633090.10
Current Savings Balance for 4659001911688512: 708183.76
Current Savings Balance for 3491588839892013: 3917558.38
Current Savings Balance for 8255171551994747: 3191061.64
Current Savings Balance for 7966380955913694: 2839603.43
Current Savings Balance for 7966380955913694: 2839603.43
Current Savings Balance for 7966380955913694: 2839603.43
Current Savings Balance for 3491588839892013: 3917424.37
Current Savings Balance for 1093278990669429: 1131104.05
Current Savings Balance for 1093278990669429: 1131604.85
Current Savings Balance for 8028716243309826: 1631964.54
Current Savings Balance for 4659001911688512: 716340.81
Current Savings Balance for 2076962079974167: 3988652.71
Current Savings Balance for 7966380955913694: 2840772.36
Current Savings Balance for 0793710490620664: 4565991.38
Current Savings Balance for 1093278990669429: 1128656.03
Current Savings Balance for 2076962079974167: 3987012.36
Current Savings Balance for 0793710490620664: 4566307.08
Current Savings Balance for 9980216556183046: 2219534.17
Current Savings Balance for 8028716243309826: 1630844.56
Current Savings Balance for 8255171551994747: 3195545.37
Current Savings Balance for 8028716243309826: 1629110.21
Current Savings Balance for 9980216556183046: 2218540.26
Current Savings Balance for 7966380955913694: 2841096.44
Current Savings Balance for 0793710490620664: 4566863.29
Current Savings Balance for 1093278990669429: 1135512.60
Current Savings Balance for 1093278990669429: 1135512.60
Current Savings Balance for 8028716243309826: 1627852.55
Current Savings Balance for 9980216556183046: 2218202.37
Current Savings Balance for 8255171551994747: 3192730.59
Current Savings Balance for 9980216556183046: 2218695.89
Current Savings Balance for 2076962079974167: 3982063.03
Current Savings Balance for 1093278990669429: 1136981.55
Current Savings Balance for 9980216556183046: 2221462.51
Current Savings Balance for 8255171551994747: 3192545.40
Current Savings Balance for 9980216556183046: 2220002.47
Current Savings Balance for 7966380955913694: 2837792.84
Current Savings Balance for 6847226299857821: 609770.23
Current Savings Balance for 2076962079974167: 3983379.76
Current Savings Balance for 2076962079974167: 3983379.76
Current Savings Balance for 1093278990669429: 1142167.90
Current Savings Balance for 0793710490620664: 4559132.87
Current Savings Balance for 6847226299857821: 611011.80
Current Savings Balance for 8028716243309826: 1629160.17
Current Savings Balance for 0793710490620664: 4558886.89
Current Savings Balance for 1093278990669429: 1138867.77
Current Savings Balance for 4659001911688512: 717336.88
Current Savings Balance for 2076962079974167: 3983862.39
Current Savings Balance for 8255171551994747: 3198222.29
Current Savings Balance for 9980216556183046: 2221927.35
Current Savings Balance for 6847226299857821: 613675.24
Current Savings Balance for 4659001911688512: 723069.50
Current Savings Balance for 1093278990669429: 1133563.18
Current Savings Balance for 0793710490620664: 4553663.19
Current Savings Balance for 8255171551994747: 3192942.32
Current Savings Balance for 4659001911688512: 724592.89
Current Savings Balance for 9980216556183046: 2226010.88
Current Savings Balance for 4659001911688512: 729813.68
Current Savings Balance for 2076962079974167: 3978929.48
Current Savings Balance for 1093278990669429: 1133855.03
Current Savings Balance for 2076962079974167: 3978243.64
Current Savings Balance for 6847226299857821: 615161.53
Current Savings Balance for 1093278990669429: 1138402.67
Current Savings Balance for 4659001911688512: 730751.38
Current Savings Balance for 4659001911688512: 730751.38
Current Savings Balance for 8028716243309826: 1633157.11
Current Savings Balance for 8028716243309826: 1633157.11
Current Savings Balance for 9980216556183046: 2229296.35
Current Savings Balance for 9980216556183046: 2227468.21
Current Savings Balance for 2076962079974167: 3985096.35
Current Savings Balance for 8255171551994747: 3186687.37
Current Savings Balance for 3491588839892013: 3886102.08
Current Savings Balance for 8255171551994747: 3186687.37
Current Savings Balance for 0793710490620664: 4551477.85
Current Savings Balance for 4659001911688512: 729086.54
Current Savings Balance for 4659001911688512: 729086.54
Current Savings Balance for 2076962079974167: 3982325.21
Current Savings Balance for 3491588839892013: 3883887.70
Current Savings Balance for 7966380955913694: 2845930.75
Current Savings Balance for 3491588839892013: 3884842.47
Current Savings Balance for 0793710490620664: 4546211.67
Current Savings Balance for 3491588839892013: 3883360.36
Current Savings Balance for 9980216556183046: 2229723.71
Current Savings Balance for 1093278990669429: 1142047.15
Current Savings Balance for 9980216556183046: 2230285.48
Current Savings Balance for 6847226299857821: 612513.71
Current Savings Balance for 4659001911688512: 727936.70
Current Savings Balance for 2076962079974167: 3971251.35
Current Savings Balance for 8028716243309826: 1634840.17
Current Savings Balance for 7966380955913694: 2852411.89
Current Savings Balance for 0793710490620664: 4545865.65
Current Savings Balance for 1093278990669429: 1146228.20
Current Savings Balance for 3491588839892013: 3876928.88
Current Savings Balance for 9980216556183046: 2238600.07
Current Savings Balance for 8028716243309826: 1634312.87
Current Savings Balance for 8255171551994747: 3182789.49
Current Savings Balance for 4659001911688512: 726006.66
Current Savings Balance for 7966380955913694: 2851653.91
Current Savings Balance for 8028716243309826: 1635576.71
Current Savings Balance for 7966380955913694: 2849615.20
Current Savings Balance for 3491588839892013: 3878364.00
Current Savings Balance for 3491588839892013: 3878490.72
Current Savings Balance for 6847226299857821: 612514.40
Current Savings Balance for 8028716243309826: 1636758.87
Current Savings Balance for 8028716243309826: 1636758.87
Current Savings Balance for 3491588839892013: 3877445.56
Current Savings Balance for 8255171551994747: 3176942.88
Current Savings Balance for 1093278990669429: 1154826.97
Current Savings Balance for 1093278990669429: 1154826.97
Current Savings Balance for 8028716243309826: 1636295.73
Current Savings Balance for 2076962079974167: 3968216.80
Current Savings Balance for 8255171551994747: 3175515.55
Current Savings Balance for 3491588839892013: 3881152.60
Current Savings Balance for 7966380955913694: 2854551.94
Current Savings Balance for 1093278990669429: 1157486.84
Current Savings Balance for 7966380955913694: 2854551.94
Current Savings Balance for 6847226299857821: 619569.19
Current Savings Balance for 3491588839892013: 3882949.51
Current Savings Balance for 2076962079974167: 3967316.01
Current Savings Balance for 4659001911688512: 732832.56
Current Savings Balance for 0793710490620664: 4543678.77
Current Savings Balance for 8255171551994747: 3174867.16
Current Savings Balance for 8028716243309826: 1637329.27
Current Savings Balance for 0793710490620664: 4542662.85
Current Savings Balance for 2076962079974167: 3970866.39
Current Savings Balance for 2076962079974167: 3970573.22
Current Savings Balance for 3491588839892013: 3877979.87
Current Savings Balance for 2076962079974167: 3971588.33
Current Savings Balance for 1093278990669429: 1159731.93
Current Savings Balance for 9980216556183046: 2234541.12
Current Savings Balance for 4659001911688512: 730190.05
Current Savings Balance for 0793710490620664: 4544103.42
Current Savings Balance for 4659001911688512: 732514.60
Current Savings Balance for 4659001911688512: 734749.11
Current Savings Balance for 7966380955913694: 2853285.96
Current Savings Balance for 3491588839892013: 3877517.93
Current Savings Balance for 1093278990669429: 1155052.23
Current Savings Balance for 4659001911688512: 735472.14
Current Savings Balance for 3491588839892013: 3877076.46
Current Savings Balance for 8028716243309826: 1636849.14
Current Savings Balance for 3491588839892013: 3876054.78
Current Savings Balance for 2076962079974167: 3969936.02
Current Savings Balance for 4659001911688512: 734874.79
Current Savings Balance for 6847226299857821: 621514.43
Current Savings Balance for 8255171551994747: 3172389.21
Current Savings Balance for 8028716243309826: 1636849.14
Current Savings Balance for 8028716243309826: 1636849.14
Current Savings Balance for 7966380955913694: 2856947.91
Current Savings Balance for 8028716243309826: 1637749.32
Current Savings Balance for 8028716243309826: 1637749.32
Current Savings Balance for 9980216556183046: 2234154.62
Current Savings Balance for 6847226299857821: 627336.40
Current Savings Balance for 6847226299857821: 626019.13
Current Savings Balance for 1093278990669429: 1158899.00
Current Savings Balance for 6847226299857821: 626019.13
Current Savings Balance for 3491588839892013: 3876995.71
Current Savings Balance for 8255171551994747: 3165495.13
Current Savings Balance for 6847226299857821: 629138.65
Current Savings Balance for 8255171551994747: 3165495.13
Current Savings Balance for 6847226299857821: 629118.81
Current Savings Balance for 4659001911688512: 731425.25
Current Savings Balance for 9980216556183046: 2232863.09
Current Savings Balance for 1093278990669429: 1165076.23
Current Savings Balance for 2076962079974167: 3980074.76
Current Savings Balance for 8028716243309826: 1636867.47
Current Savings Balance for 8028716243309826: 1636867.47
Current Savings Balance for 6847226299857821: 633478.62
Current Savings Balance for 2076962079974167: 3981174.38
Current Savings Balance for 8255171551994747: 3169813.14
Current Savings Balance for 4659001911688512: 732159.19
Current Savings Balance for 2076962079974167: 3976049.34
Current Savings Balance for 4659001911688512: 728692.38
Current Savings Balance for 9980216556183046: 2233200.99
Current Savings Balance for 3491588839892013: 3884355.30
Current Savings Balance for 6847226299857821: 633907.01
Current Savings Balance for 6847226299857821: 627799.92
Current Savings Balance for 8255171551994747: 3163819.63
Current Savings Balance for 8255171551994747: 3163819.63
Current Savings Balance for 0793710490620664: 4529884.28
Current Savings Balance for 6847226299857821: 627799.92
Current Savings Balance for 8255171551994747: 3160893.13
Current Savings Balance for 8028716243309826: 1633788.01
Current Savings Balance for 8028716243309826: 1633788.01
Current Savings Balance for 4659001911688512: 732404.07
Current Savings Balance for 4659001911688512: 733125.96
Current Savings Balance for 0793710490620664: 4527674.55
Current Savings Balance for 7966380955913694: 2848356.69
Current Savings Balance for 8255171551994747: 3157112.60
Current Savings Balance for 1093278990669429: 1165214.02
Current Savings Balance for 8255171551994747: 3157072.02
Current Savings Balance for 6847226299857821: 630172.87
Current Savings Balance for 4659001911688512: 734001.14
Current Savings Balance for 0793710490620664: 4524313.20
Current Savings Balance for 0793710490620664: 4523128.46
Current Savings Balance for 2076962079974167: 3969893.68
Current Savings Balance for 2076962079974167: 3966742.69
Current Savings Balance for 3491588839892013: 3891947.68
Current Savings Balance for 3491588839892013: 3891947.68
Current Savings Balance for 7966380955913694: 2848280.56
Current Savings Balance for 6847226299857821: 638245.44
Current Savings Balance for 8255171551994747: 3157419.10
Current Savings Balance for 4659001911688512: 736691.92
Current Savings Balance for 9980216556183046: 2238344.04
Current Savings Balance for 4659001911688512: 736691.92
Current Savings Balance for 8028716243309826: 1630391.24
Current Savings Balance for 9980216556183046: 2242142.57
Current Savings Balance for 7966380955913694: 2847149.59
Current Savings Balance for 2076962079974167: 3956913.73
Current Savings Balance for 1093278990669429: 1169454.45
Current Savings Balance for 9980216556183046: 2241614.26
Current Savings Balance for 3491588839892013: 3897335.78
Current Savings Balance for 9980216556183046: 2237764.31
Current Savings Balance for 8255171551994747: 3156250.03
Current Savings Balance for 9980216556183046: 2237524.41
Current Savings Balance for 8028716243309826: 1630026.83
Current Savings Balance for 0793710490620664: 4509682.92
Current Savings Balance for 3491588839892013: 3888415.12
Current Savings Balance for 4659001911688512: 742858.72
Current Savings Balance for 9980216556183046: 2239722.78
Current Savings Balance for 8028716243309826: 1629593.66
Current Savings Balance for 1093278990669429: 1172292.77
Current Savings Balance for 8028716243309826: 1629593.66
Current Savings Balance for 6847226299857821: 644077.72
Current Savings Balance for 9980216556183046: 2237823.99
Current Savings Balance for 2076962079974167: 3955803.81
Current Savings Balance for 0793710490620664: 4513100.47
Current Savings Balance for 3491588839892013: 3882831.64
Current Savings Balance for 2076962079974167: 3957549.45
Current Savings Balance for 8255171551994747: 3157654.44
Current Savings Balance for 0793710490620664: 4514123.44
Current Savings Balance for 0793710490620664: 4514924.34
Current Savings Balance for 4659001911688512: 741399.49
Current Savings Balance for 6847226299857821: 643930.60
Current Savings Balance for 6847226299857821: 643930.60
Current Savings Balance for 6847226299857821: 644559.79
Current Savings Balance for 7966380955913694: 2854553.47
Current Savings Balance for 9980216556183046: 2239904.91
Current Savings Balance for 9980216556183046: 2239904.91
Current Savings Balance for 2076962079974167: 3957901.95
Current Savings Balance for 8028716243309826: 1630398.31
Current Savings Balance for 8028716243309826: 1630398.31
Current Savings Balance for 8028716243309826: 1630398.31
Current Savings Balance for 8255171551994747: 3157236.21
Current Savings Balance for 8255171551994747: 3157236.21
Current Savings Balance for 0793710490620664: 4508942.41
Current Savings Balance for 6847226299857821: 642996.80
Current Savings Balance for 1093278990669429: 1183049.93
Current Savings Balance for 1093278990669429: 1181210.94
Current Savings Balance for 9980216556183046: 2247106.10
Current Savings Balance for 6847226299857821: 646468.89
Current Savings Balance for 6847226299857821: 646468.89
Current Savings Balance for 7966380955913694: 2835717.23
Current Savings Balance for 8255171551994747: 3158838.99
Current Savings Balance for 7966380955913694: 2837372.70
Current Savings Balance for 7966380955913694: 2833924.60
Current Savings Balance for 8028716243309826: 1632720.41
Current Savings Balance for 4659001911688512: 754063.84
Current Savings Balance for 2076962079974167: 3955322.75
Current Savings Balance for 6847226299857821: 649018.85
Current Savings Balance for 0793710490620664: 4511133.30
Current Savings Balance for 3491588839892013: 3880664.77
Current Savings Balance for 9980216556183046: 2236466.92
Current Savings Balance for 9980216556183046: 2236790.06
Current Savings Balance for 8028716243309826: 1633338.50
Current Savings Balance for 8028716243309826: 1634576.79
Current Savings Balance for 8028716243309826: 1634576.79
Current Savings Balance for 3491588839892013: 3886600.01
Current Savings Balance for 4659001911688512: 755309.64
Current Savings Balance for 0793710490620664: 4508375.52
Current Savings Balance for 6847226299857821: 648770.00
Current Savings Balance for 8028716243309826: 1635832.37
Current Savings Balance for 9980216556183046: 2239198.56
Current Savings Balance for 0793710490620664: 4510525.17
Current Savings Balance for 1093278990669429: 1186529.27
Current Savings Balance for 3491588839892013: 3892260.86
Current Savings Balance for 9980216556183046: 2234139.73
Current Savings Balance for 7966380955913694: 2841435.62
Current Savings Balance for 6847226299857821: 654898.46
Current Savings Balance for 8028716243309826: 1638340.72
Current Savings Balance for 6847226299857821: 653213.34
Current Savings Balance for 8255171551994747: 3165235.34
Current Savings Balance for 7966380955913694: 2844775.94
Current Savings Balance for 7966380955913694: 2843402.30
Current Savings Balance for 9980216556183046: 2232917.09
Current Savings Balance for 9980216556183046: 2233571.41
Current Savings Balance for 7966380955913694: 2840933.56
Current Savings Balance for 7966380955913694: 2839464.39
Current Savings Balance for 1093278990669429: 1176892.85
Current Savings Balance for 9980216556183046: 2235325.21
Current Savings Balance for 4659001911688512: 769806.39
Current Savings Balance for 8255171551994747: 3168003.79
Current Savings Balance for 4659001911688512: 771450.25
Current Savings Balance for 1093278990669429: 1178071.84
Current Savings Balance for 2076962079974167: 3939962.18
Current Savings Balance for 8028716243309826: 1637196.08
Current Savings Balance for 6847226299857821: 650137.67
Current Savings Balance for 1093278990669429: 1176150.42
Current Savings Balance for 0793710490620664: 4509150.17
Current Savings Balance for 6847226299857821: 651791.07
Current Savings Balance for 6847226299857821: 653676.63
Current Savings Balance for 2076962079974167: 3941997.72
Current Savings Balance for 1093278990669429: 1178259.59
Current Savings Balance for 1093278990669429: 1178259.59
Current Savings Balance for 9980216556183046: 2239196.89
Current Savings Balance for 1093278990669429: 1181719.16
Current Savings Balance for 7966380955913694: 2839166.70
Current Savings Balance for 7966380955913694: 2837866.49
Current Savings Balance for 7966380955913694: 2838212.30
Current Savings Balance for 4659001911688512: 769482.35
Current Savings Balance for 3491588839892013: 3885378.31
Current Savings Balance for 9980216556183046: 2238804.63
Current Savings Balance for 7966380955913694: 2840026.43
Current Savings Balance for 9980216556183046: 2242380.29
Current Savings Balance for 8255171551994747: 3167988.27
Current Savings Balance for 1093278990669429: 1184726.49
Current Savings Balance for 6847226299857821: 658372.72
Current Savings Balance for 4659001911688512: 765011.49
Current Savings Balance for 4659001911688512: 771791.35
Current Savings Balance for 0793710490620664: 4503144.99
Current Savings Balance for 8028716243309826: 1635500.45
Current Savings Balance for 4659001911688512: 771821.58
Current Savings Balance for 9980216556183046: 2251703.68
Current Savings Balance for 6847226299857821: 654983.45
Current Savings Balance for 7966380955913694: 2828130.24
Current Savings Balance for 1093278990669429: 1187045.26
Current Savings Balance for 7966380955913694: 2830127.93
Current Savings Balance for 7966380955913694: 2829116.64
Current Savings Balance for 0793710490620664: 4499787.05
Current Savings Balance for 8255171551994747: 3147254.34
Current Savings Balance for 3491588839892013: 3872828.32
Current Savings Balance for 4659001911688512: 773894.69
Current Savings Balance for 8255171551994747: 3147199.01
Current Savings Balance for 7966380955913694: 2827181.67
Current Savings Balance for 4659001911688512: 771774.11
Current Savings Balance for 8255171551994747: 3139588.78
Current Savings Balance for 8028716243309826: 1633375.41
Current Savings Balance for 0793710490620664: 4504021.30
Current Savings Balance for 2076962079974167: 3948787.04
Current Savings Balance for 8028716243309826: 1633375.41
Current Savings Balance for 2076962079974167: 3947295.24
Current Savings Balance for 9980216556183046: 2255902.53
Current Savings Balance for 8255171551994747: 3134024.71
Current Savings Balance for 8028716243309826: 1634493.80
Current Savings Balance for 7966380955913694: 2839812.55
Current Savings Balance for 6847226299857821: 667437.06
Current Savings Balance for 8028716243309826: 1634493.80
Current Savings Balance for 3491588839892013: 3852505.15
Current Savings Balance for 9980216556183046: 2261047.01
Current Savings Balance for 8028716243309826: 1634493.80
Current Savings Balance for 8028716243309826: 1634493.80
Current Savings Balance for 7966380955913694: 2844873.02
Current Savings Balance for 6847226299857821: 671044.68
Current Savings Balance for 4659001911688512: 778544.54
Current Savings Balance for 8028716243309826: 1635404.47
Current Savings Balance for 8028716243309826: 1635404.47
Current Savings Balance for 6847226299857821: 669269.77
Current Savings Balance for 0793710490620664: 4503913.18
Current Savings Balance for 2076962079974167: 3943125.94
Current Savings Balance for 9980216556183046: 2256167.16
Current Savings Balance for 7966380955913694: 2847934.36
Current Savings Balance for 0793710490620664: 4505156.50
Current Savings Balance for 8028716243309826: 1634134.63
Current Savings Balance for 0793710490620664: 4503488.74
Current Savings Balance for 2076962079974167: 3944780.29
Current Savings Balance for 7966380955913694: 2845217.18
Current Savings Balance for 8028716243309826: 1635916.20
Current Savings Balance for 0793710490620664: 4502335.70
Current Savings Balance for 8255171551994747: 3131248.46
Current Savings Balance for 8255171551994747: 3131248.46
Current Savings Balance for 8255171551994747: 3131248.46
Current Savings Balance for 1093278990669429: 1195826.18
Current Savings Balance for 9980216556183046: 2253657.41
Current Savings Balance for 6847226299857821: 663982.68
Current Savings Balance for 8255171551994747: 3132867.39
Current Savings Balance for 2076962079974167: 3944537.08
Current Savings Balance for 1093278990669429: 1199117.40
Current Savings Balance for 8028716243309826: 1637100.55
Current Savings Balance for 7966380955913694: 2853884.11
Current Savings Balance for 3491588839892013: 3850469.11
Current Savings Balance for 4659001911688512: 776940.71
Current Savings Balance for 0793710490620664: 4496303.58
Current Savings Balance for 4659001911688512: 776940.71
Current Savings Balance for 2076962079974167: 3942100.72
Current Savings Balance for 8255171551994747: 3128314.90
Current Savings Balance for 6847226299857821: 667533.00
Current Savings Balance for 2076962079974167: 3943622.70
Current Savings Balance for 9980216556183046: 2262800.58
Current Savings Balance for 2076962079974167: 3943622.70
Current Savings Balance for 2076962079974167: 3943622.70
Current Savings Balance for 8255171551994747: 3129897.56
Current Savings Balance for 1093278990669429: 1194869.55
Current Savings Balance for 7966380955913694: 2853131.12
Current Savings Balance for 8028716243309826: 1642027.65
Current Savings Balance for 3491588839892013: 3846333.19
Current Savings Balance for 2076962079974167: 3939169.94
Current Savings Balance for 3491588839892013: 3848227.74
Current Savings Balance for 2076962079974167: 3939344.68
Current Savings Balance for 6847226299857821: 667688.44
Current Savings Balance for 0793710490620664: 4483774.74
Current Savings Balance for 3491588839892013: 3849728.30
Current Savings Balance for 1093278990669429: 1201495.02
Current Savings Balance for 3491588839892013: 3849611.09
Current Savings Balance for 4659001911688512: 774769.54
Current Savings Balance for 1093278990669429: 1201705.33
Current Savings Balance for 4659001911688512: 773642.83
Current Savings Balance for 0793710490620664: 4484198.98
Current Savings Balance for 2076962079974167: 3942473.34
Current Savings Balance for 8255171551994747: 3138362.68
Current Savings Balance for 6847226299857821: 667379.45
Current Savings Balance for 7966380955913694: 2858331.56
Current Savings Balance for 7966380955913694: 2859142.32
Current Savings Balance for 3491588839892013: 3851771.86
Current Savings Balance for 1093278990669429: 1203751.99
Current Savings Balance for 2076962079974167: 3948453.65
