==3125== Memcheck, a memory error detector
Current Savings Balance for 3491588839892013: 3694961.88
Current Savings Balance for 8028716243309826: 1677925.01
Current Savings Balance for 8255171551994747: 3126239.71
Current Savings Balance for 2076962079974167: 3953387.83
Current Savings Balance for 4659001911688512: 950588.13
Current Savings Balance for 8255171551994747: 3124164.33
Current Savings Balance for 4659001911688512: 948584.61
Current Savings Balance for 6847226299857821: 846180.45
Current Savings Balance for 7966380955913694: 2788076.44
Current Savings Balance for 3491588839892013: 3698053.12
Current Savings Balance for 4659001911688512: 948002.76
Current Savings Balance for 1093278990669429: 1336202.80
Current Savings Balance for 4659001911688512: 949665.37
Current Savings Balance for 1093278990669429: 1337014.57
Current Savings Balance for 3491588839892013: 3696186.11
Current Savings Balance for 7966380955913694: 2785845.49
Current Savings Balance for 9980216556183046: 2351935.06
Current Savings Balance for 7966380955913694: 2784739.11
Current Savings Balance for 8255171551994747: 3113352.65
Current Savings Balance for 1093278990669429: 1340782.61
Current Savings Balance for 1093278990669429: 1342142.83
Current Savings Balance for 0793710490620664: 4445145.86
Current Savings Balance for 2076962079974167: 3962146.76
Current Savings Balance for 0793710490620664: 4445358.68
Current Savings Balance for 8028716243309826: 1679672.63
Current Savings Balance for 9980216556183046: 2353077.48
Current Savings Balance for 8255171551994747: 3113643.91
Current Savings Balance for 9980216556183046: 2350292.11
Current Savings Balance for 6847226299857821: 850116.13
Current Savings Balance for 6847226299857821: 850116.13
Current Savings Balance for 2076962079974167: 3961811.05
Current Savings Balance for 8028716243309826: 1680648.78
Current Savings Balance for 3491588839892013: 3690954.91
Current Savings Balance for 6847226299857821: 852750.19
Current Savings Balance for 2076962079974167: 3963949.32
Current Savings Balance for 8028716243309826: 1678983.26
Current Savings Balance for 9980216556183046: 2348958.41
Current Savings Balance for 8255171551994747: 3113898.43
Current Savings Balance for 1093278990669429: 1336800.93
Current Savings Balance for 8255171551994747: 3113898.43
Current Savings Balance for 7966380955913694: 2773120.01
Current Savings Balance for 0793710490620664: 4442295.10
Current Savings Balance for 9980216556183046: 2351897.67
Current Savings Balance for 2076962079974167: 3964743.94
Current Savings Balance for 1093278990669429: 1334461.13
Current Savings Balance for 8028716243309826: 1683159.67
Current Savings Balance for 6847226299857821: 852759.96
Current Savings Balance for 8028716243309826: 1683159.67
Current Savings Balance for 0793710490620664: 4442954.78
Current Savings Balance for 9980216556183046: 2348490.58
Current Savings Balance for 0793710490620664: 4440308.32
Current Savings Balance for 3491588839892013: 3690266.44
Current Savings Balance for 8255171551994747: 3118413.25
Current Savings Balance for 9980216556183046: 2348179.45
Current Savings Balance for 2076962079974167: 3962102.92
Current Savings Balance for 4659001911688512: 955279.14
Current Savings Balance for 6847226299857821: 856805.28
Current Savings Balance for 0793710490620664: 4441891.06
Current Savings Balance for 0793710490620664: 4441891.06
Current Savings Balance for 2076962079974167: 3959986.39
Current Savings Balance for 8028716243309826: 1682545.50
Current Savings Balance for 8255171551994747: 3116623.73
Current Savings Balance for 7966380955913694: 2763983.99
Current Savings Balance for 6847226299857821: 857754.92
Current Savings Balance for 8028716243309826: 1684627.60
Current Savings Balance for 9980216556183046: 2354447.73
Current Savings Balance for 3491588839892013: 3690271.46
Current Savings Balance for 2076962079974167: 3958906.77
Current Savings Balance for 9980216556183046: 2352095.28
Current Savings Balance for 9980216556183046: 2352095.28
Current Savings Balance for 8028716243309826: 1686237.96
Current Savings Balance for 6847226299857821: 859448.47
Current Savings Balance for 0793710490620664: 4440725.11
Current Savings Balance for 7966380955913694: 2766143.79
Current Savings Balance for 8255171551994747: 3113148.69
Current Savings Balance for 8028716243309826: 1686073.98
Current Savings Balance for 6847226299857821: 855545.51
Current Savings Balance for 4659001911688512: 955014.27
Current Savings Balance for 4659001911688512: 955014.27
Current Savings Balance for 0793710490620664: 4441213.70
Current Savings Balance for 8028716243309826: 1683956.18
Current Savings Balance for 3491588839892013: 3688093.69
Current Savings Balance for 3491588839892013: 3688093.69
Current Savings Balance for 2076962079974167: 3945480.27
Current Savings Balance for 8028716243309826: 1683956.18
Current Savings Balance for 6847226299857821: 856384.88
Current Savings Balance for 7966380955913694: 2777679.06
Current Savings Balance for 1093278990669429: 1347442.99
Current Savings Balance for 3491588839892013: 3681304.63
Current Savings Balance for 9980216556183046: 2360683.16
Current Savings Balance for 8255171551994747: 3109973.91
Current Savings Balance for 1093278990669429: 1345237.99
Current Savings Balance for 1093278990669429: 1345237.99
Current Savings Balance for 8028716243309826: 1683391.69
Current Savings Balance for 7966380955913694: 2780836.17
Current Savings Balance for 7966380955913694: 2780836.17
Current Savings Balance for 9980216556183046: 2365638.89
Current Savings Balance for 2076962079974167: 3943368.98
Current Savings Balance for 9980216556183046: 2366634.90
Current Savings Balance for 0793710490620664: 4434242.09
Current Savings Balance for 8255171551994747: 3106684.25
Current Savings Balance for 8028716243309826: 1682517.70
Current Savings Balance for 8028716243309826: 1682517.70
Current Savings Balance for 2076962079974167: 3944055.35
Current Savings Balance for 7966380955913694: 2777210.30
Current Savings Balance for 8255171551994747: 3109076.71
Current Savings Balance for 6847226299857821: 852209.92
Current Savings Balance for 6847226299857821: 851064.75
Current Savings Balance for 3491588839892013: 3692393.56
Current Savings Balance for 0793710490620664: 4442565.53
Current Savings Balance for 6847226299857821: 850986.13
Current Savings Balance for 8255171551994747: 3109720.76
Current Savings Balance for 8028716243309826: 1675928.68
Current Savings Balance for 6847226299857821: 851596.70
Current Savings Balance for 4659001911688512: 971799.28
Current Savings Balance for 1093278990669429: 1352443.88
Current Savings Balance for 3491588839892013: 3693191.51
Current Savings Balance for 1093278990669429: 1353424.35
Current Savings Balance for 0793710490620664: 4438171.33
Current Savings Balance for 3491588839892013: 3692634.46
Current Savings Balance for 3491588839892013: 3692634.46
Current Savings Balance for 7966380955913694: 2774449.12
Current Savings Balance for 1093278990669429: 1355145.82
Current Savings Balance for 8028716243309826: 1677157.14
Current Savings Balance for 7966380955913694: 2773763.07
Current Savings Balance for 3491588839892013: 3691332.62
Current Savings Balance for 7966380955913694: 2773912.86
Current Savings Balance for 1093278990669429: 1356814.25
Current Savings Balance for 0793710490620664: 4441840.56
Current Savings Balance for 8028716243309826: 1674354.07
Current Savings Balance for 2076962079974167: 3938023.74
Current Savings Balance for 3491588839892013: 3685608.60
Current Savings Balance for 0793710490620664: 4451566.07
Current Savings Balance for 2076962079974167: 3936756.64
Current Savings Balance for 8028716243309826: 1675639.54
Current Savings Balance for 0793710490620664: 4446974.99
Current Savings Balance for 4659001911688512: 975532.45
Current Savings Balance for 6847226299857821: 842225.25
Current Savings Balance for 8028716243309826: 1672429.37
Current Savings Balance for 9980216556183046: 2347731.62
Current Savings Balance for 8255171551994747: 3113388.33
Current Savings Balance for 6847226299857821: 842951.19
Current Savings Balance for 2076962079974167: 3944443.31
Current Savings Balance for 8028716243309826: 1672429.37
Current Savings Balance for 8255171551994747: 3111717.86
Current Savings Balance for 9980216556183046: 2348317.20
Current Savings Balance for 8255171551994747: 3108600.95
Current Savings Balance for 2076962079974167: 3936733.70
Current Savings Balance for 8028716243309826: 1670679.61
Current Savings Balance for 8255171551994747: 3106863.08
Current Savings Balance for 4659001911688512: 977799.28
Current Savings Balance for 4659001911688512: 975048.76
Current Savings Balance for 6847226299857821: 853871.88
Current Savings Balance for 6847226299857821: 853871.88
Current Savings Balance for 7966380955913694: 2778748.93
Current Savings Balance for 4659001911688512: 970426.49
Current Savings Balance for 0793710490620664: 4442815.61
Current Savings Balance for 8255171551994747: 3109752.08
Current Savings Balance for 7966380955913694: 2771890.69
Current Savings Balance for 1093278990669429: 1366990.93
Current Savings Balance for 1093278990669429: 1366990.93
Current Savings Balance for 4659001911688512: 968437.44
Current Savings Balance for 7966380955913694: 2773609.64
Current Savings Balance for 7966380955913694: 2773609.64
Current Savings Balance for 2076962079974167: 3921311.57
Current Savings Balance for 6847226299857821: 857519.47
Current Savings Balance for 8028716243309826: 1674462.08
Current Savings Balance for 8028716243309826: 1674462.08
Current Savings Balance for 4659001911688512: 971059.11
Current Savings Balance for 6847226299857821: 853256.99
Current Savings Balance for 8255171551994747: 3110510.34
Current Savings Balance for 0793710490620664: 4436090.49
Current Savings Balance for 9980216556183046: 2337911.67
Current Savings Balance for 0793710490620664: 4434975.73
Current Savings Balance for 3491588839892013: 3700906.21
Current Savings Balance for 3491588839892013: 3700906.21
Current Savings Balance for 1093278990669429: 1372771.27
Current Savings Balance for 2076962079974167: 3929702.91
Current Savings Balance for 8255171551994747: 3109812.91
Current Savings Balance for 8028716243309826: 1673613.71
Current Savings Balance for 3491588839892013: 3699329.30
Current Savings Balance for 0793710490620664: 4430867.52
Current Savings Balance for 0793710490620664: 4429225.58
Current Savings Balance for 8255171551994747: 3110435.89
Current Savings Balance for 9980216556183046: 2335089.66
Current Savings Balance for 7966380955913694: 2768697.51
Current Savings Balance for 8028716243309826: 1674065.71
Current Savings Balance for 1093278990669429: 1377170.27
Current Savings Balance for 8255171551994747: 3110424.33
Current Savings Balance for 6847226299857821: 847601.27
Current Savings Balance for 0793710490620664: 4424524.19
Current Savings Balance for 0793710490620664: 4421627.07
Current Savings Balance for 0793710490620664: 4420016.78
Current Savings Balance for 8028716243309826: 1676964.15
Current Savings Balance for 2076962079974167: 3911135.18
Current Savings Balance for 4659001911688512: 975936.97
Current Savings Balance for 1093278990669429: 1386098.69
Current Savings Balance for 7966380955913694: 2762679.38
Current Savings Balance for 4659001911688512: 980924.83
Current Savings Balance for 8255171551994747: 3102124.01
Current Savings Balance for 8255171551994747: 3100721.58
Current Savings Balance for 8028716243309826: 1678183.57
Current Savings Balance for 3491588839892013: 3704641.67
Current Savings Balance for 2076962079974167: 3909514.32
Current Savings Balance for 6847226299857821: 853814.92
Current Savings Balance for 0793710490620664: 4424943.77
Current Savings Balance for 7966380955913694: 2757066.16
Current Savings Balance for 1093278990669429: 1387341.90
Current Savings Balance for 4659001911688512: 983552.03
Current Savings Balance for 2076962079974167: 3901464.17
Current Savings Balance for 8255171551994747: 3101012.59
Current Savings Balance for 8028716243309826: 1679482.49
Current Savings Balance for 8028716243309826: 1679482.49
Current Savings Balance for 7966380955913694: 2754784.82
Current Savings Balance for 3491588839892013: 3696973.55
Current Savings Balance for 8028716243309826: 1680035.68
Current Savings Balance for 7966380955913694: 2751742.31
Current Savings Balance for 1093278990669429: 1386876.44
Current Savings Balance for 4659001911688512: 984159.24
Current Savings Balance for 3491588839892013: 3698841.62
Current Savings Balance for 2076962079974167: 3904955.71
Current Savings Balance for 8255171551994747: 3101544.52
Current Savings Balance for 8028716243309826: 1680472.47
Current Savings Balance for 6847226299857821: 850181.83
Current Savings Balance for 8028716243309826: 1680472.47
Current Savings Balance for 0793710490620664: 4412835.63
Current Savings Balance for 3491588839892013: 3705280.47
Current Savings Balance for 8255171551994747: 3102179.30
Current Savings Balance for 1093278990669429: 1396373.36
Current Savings Balance for 8255171551994747: 3103092.04
Current Savings Balance for 6847226299857821: 846177.47
Current Savings Balance for 4659001911688512: 983845.19
Current Savings Balance for 9980216556183046: 2320635.85
Current Savings Balance for 9980216556183046: 2320926.75
Current Savings Balance for 4659001911688512: 984307.36
Current Savings Balance for 9980216556183046: 2320662.24
Current Savings Balance for 1093278990669429: 1398210.61
Current Savings Balance for 3491588839892013: 3702782.59
Current Savings Balance for 0793710490620664: 4411162.48
Current Savings Balance for 7966380955913694: 2743651.67
Current Savings Balance for 3491588839892013: 3703504.57
Current Savings Balance for 6847226299857821: 848483.31
Current Savings Balance for 6847226299857821: 847358.23
Current Savings Balance for 8255171551994747: 3106070.28
Current Savings Balance for 8028716243309826: 1681134.99
Current Savings Balance for 6847226299857821: 847495.45
Current Savings Balance for 9980216556183046: 2323265.61
Current Savings Balance for 3491588839892013: 3700842.56
Current Savings Balance for 8255171551994747: 3107078.93
Current Savings Balance for 7966380955913694: 2744092.02
Current Savings Balance for 0793710490620664: 4406552.38
Current Savings Balance for 0793710490620664: 4406552.38
Current Savings Balance for 8028716243309826: 1682882.03
Current Savings Balance for 2076962079974167: 3896811.53
Current Savings Balance for 6847226299857821: 852161.05
Current Savings Balance for 8255171551994747: 3103975.41
Current Savings Balance for 8028716243309826: 1683676.21
Current Savings Balance for 3491588839892013: 3699168.14
Current Savings Balance for 0793710490620664: 4401112.59
Current Savings Balance for 8255171551994747: 3104434.32
Current Savings Balance for 1093278990669429: 1398852.67
Current Savings Balance for 3491588839892013: 3693125.54
Current Savings Balance for 8028716243309826: 1686117.38
Current Savings Balance for 6847226299857821: 850323.45
Current Savings Balance for 0793710490620664: 4403659.56
Current Savings Balance for 0793710490620664: 4407417.22
Current Savings Balance for 7966380955913694: 2743249.34
Current Savings Balance for 2076962079974167: 3888707.46
Current Savings Balance for 9980216556183046: 2315372.10
Current Savings Balance for 0793710490620664: 4408600.31
Current Savings Balance for 8255171551994747: 3110982.33
Current Savings Balance for 6847226299857821: 855297.76
Current Savings Balance for 8255171551994747: 3110364.01
Current Savings Balance for 8028716243309826: 1686117.38
Current Savings Balance for 2076962079974167: 3887226.97
Current Savings Balance for 8028716243309826: 1684636.90
Current Savings Balance for 7966380955913694: 2737056.77
Current Savings Balance for 9980216556183046: 2320777.48
Current Savings Balance for 3491588839892013: 3691766.33
Current Savings Balance for 8028716243309826: 1684636.90
Current Savings Balance for 8255171551994747: 3108369.20
Current Savings Balance for 8028716243309826: 1684785.24
Current Savings Balance for 2076962079974167: 3885565.16
Current Savings Balance for 9980216556183046: 2312424.03
Current Savings Balance for 4659001911688512: 999767.53
Current Savings Balance for 3491588839892013: 3697293.58
Current Savings Balance for 9980216556183046: 2316585.82
Current Savings Balance for 6847226299857821: 857008.84
Current Savings Balance for 8255171551994747: 3105683.79
Current Savings Balance for 8255171551994747: 3105683.79
Current Savings Balance for 3491588839892013: 3693467.15
Current Savings Balance for 0793710490620664: 4403247.16
Current Savings Balance for 6847226299857821: 860701.67
Current Savings Balance for 4659001911688512: 999919.22
Current Savings Balance for 8255171551994747: 3107584.76
Current Savings Balance for 1093278990669429: 1394102.68
Current Savings Balance for 6847226299857821: 860107.88
Current Savings Balance for 4659001911688512: 1002981.59
Current Savings Balance for 3491588839892013: 3693790.36
Current Savings Balance for 4659001911688512: 1003984.35
Current Savings Balance for 4659001911688512: 1002539.09
Current Savings Balance for 8028716243309826: 1683760.31
Current Savings Balance for 4659001911688512: 1002539.09
Current Savings Balance for 2076962079974167: 3881660.84
Current Savings Balance for 6847226299857821: 861201.10
Current Savings Balance for 8028716243309826: 1684966.98
Current Savings Balance for 3491588839892013: 3695627.24
Current Savings Balance for 8255171551994747: 3098808.34
Current Savings Balance for 1093278990669429: 1399238.54
Current Savings Balance for 4659001911688512: 1004516.73
Current Savings Balance for 3491588839892013: 3694671.60
Current Savings Balance for 4659001911688512: 1005581.72
Current Savings Balance for 2076962079974167: 3884668.07
Current Savings Balance for 8028716243309826: 1685230.43
Current Savings Balance for 8028716243309826: 1685230.43
Current Savings Balance for 6847226299857821: 863996.06
Current Savings Balance for 8255171551994747: 3107994.18
Current Savings Balance for 9980216556183046: 2293958.25
Current Savings Balance for 2076962079974167: 3875137.23
Current Savings Balance for 0793710490620664: 4392509.87
Current Savings Balance for 1093278990669429: 1393106.53
Current Savings Balance for 6847226299857821: 864779.58
Current Savings Balance for 2076962079974167: 3873383.46
Current Savings Balance for 6847226299857821: 866413.54
Current Savings Balance for 8028716243309826: 1681143.72
Current Savings Balance for 8028716243309826: 1681143.72
Current Savings Balance for 3491588839892013: 3691663.45
Current Savings Balance for 9980216556183046: 2298379.16
Current Savings Balance for 0793710490620664: 4389728.75
Current Savings Balance for 1093278990669429: 1385963.97
Current Savings Balance for 3491588839892013: 3690170.24
Current Savings Balance for 4659001911688512: 1014211.01
Current Savings Balance for 8255171551994747: 3108077.88
Current Savings Balance for 0793710490620664: 4392409.97
Current Savings Balance for 1093278990669429: 1380285.64
Current Savings Balance for 3491588839892013: 3691075.88
Current Savings Balance for 8255171551994747: 3108367.46
Current Savings Balance for 4659001911688512: 1013282.00
Current Savings Balance for 3491588839892013: 3691075.88
Current Savings Balance for 7966380955913694: 2740661.77
Current Savings Balance for 0793710490620664: 4391792.37
Current Savings Balance for 0793710490620664: 4396296.70
Current Savings Balance for 9980216556183046: 2287395.61
Current Savings Balance for 2076962079974167: 3876534.80
Current Savings Balance for 0793710490620664: 4399729.92
Current Savings Balance for 8028716243309826: 1677914.47
Current Savings Balance for 3491588839892013: 3689472.46
Current Savings Balance for 7966380955913694: 2746054.41
Current Savings Balance for 8028716243309826: 1679111.63
Current Savings Balance for 6847226299857821: 858216.57
Current Savings Balance for 6847226299857821: 857006.65
Current Savings Balance for 9980216556183046: 2290934.63
Current Savings Balance for 3491588839892013: 3689898.91
Current Savings Balance for 9980216556183046: 2290389.82
Current Savings Balance for 9980216556183046: 2291087.79
Current Savings Balance for 7966380955913694: 2742721.77
Current Savings Balance for 4659001911688512: 1013902.93
Current Savings Balance for 8028716243309826: 1677777.05
Current Savings Balance for 4659001911688512: 1013902.93
Current Savings Balance for 3491588839892013: 3693341.77
Current Savings Balance for 3491588839892013: 3694332.06
Current Savings Balance for 4659001911688512: 1016088.68
Current Savings Balance for 0793710490620664: 4403863.43
Current Savings Balance for 8028716243309826: 1677777.05
Current Savings Balance for 8028716243309826: 1677777.05
Current Savings Balance for 1093278990669429: 1384955.58
Current Savings Balance for 8028716243309826: 1677944.79
Current Savings Balance for 7966380955913694: 2740158.06
Current Savings Balance for 8028716243309826: 1677944.79
Current Savings Balance for 1093278990669429: 1387142.82
Current Savings Balance for 1093278990669429: 1387142.82
Current Savings Balance for 1093278990669429: 1387142.82
Current Savings Balance for 2076962079974167: 3875334.30
Current Savings Balance for 1093278990669429: 1388928.75
Current Savings Balance for 9980216556183046: 2281801.79
Current Savings Balance for 2076962079974167: 3870822.46
Current Savings Balance for 6847226299857821: 858391.20
Current Savings Balance for 8255171551994747: 3112246.19
Current Savings Balance for 2076962079974167: 3875663.89
Current Savings Balance for 2076962079974167: 3875663.89
Current Savings Balance for 8028716243309826: 1676892.20
Current Savings Balance for 6847226299857821: 862772.76
Current Savings Balance for 9980216556183046: 2275620.49
Current Savings Balance for 8028716243309826: 1678034.71
Current Savings Balance for 0793710490620664: 4411876.81
Current Savings Balance for 3491588839892013: 3700282.48
Current Savings Balance for 4659001911688512: 1021729.04
Current Savings Balance for 7966380955913694: 2706009.92
Current Savings Balance for 8028716243309826: 1678173.35
Current Savings Balance for 2076962079974167: 3875445.80
Current Savings Balance for 8028716243309826: 1678618.83
Current Savings Balance for 2076962079974167: 3874637.41
Current Savings Balance for 9980216556183046: 2275713.63
Current Savings Balance for 8255171551994747: 3123001.07
Current Savings Balance for 2076962079974167: 3871899.25
Current Savings Balance for 8028716243309826: 1678160.40
Current Savings Balance for 6847226299857821: 868143.93
Current Savings Balance for 3491588839892013: 3696021.63
Current Savings Balance for 1093278990669429: 1396064.05
Current Savings Balance for 9980216556183046: 2276374.13
Current Savings Balance for 1093278990669429: 1398969.76
Current Savings Balance for 8028716243309826: 1677374.98
Current Savings Balance for 3491588839892013: 3698096.54
Current Savings Balance for 8028716243309826: 1676893.57
Current Savings Balance for 9980216556183046: 2274244.38
Current Savings Balance for 8255171551994747: 3117378.60
Current Savings Balance for 8255171551994747: 3116194.53
Current Savings Balance for 8255171551994747: 3116194.53
Current Savings Balance for 6847226299857821: 867249.83
Current Savings Balance for 2076962079974167: 3874110.37
Current Savings Balance for 0793710490620664: 4404593.53
Current Savings Balance for 7966380955913694: 2714334.84
Current Savings Balance for 9980216556183046: 2271545.98
Current Savings Balance for 3491588839892013: 3698356.37
Current Savings Balance for 2076962079974167: 3872455.39
Current Savings Balance for 9980216556183046: 2274033.71
Current Savings Balance for 9980216556183046: 2274033.71
Current Savings Balance for 0793710490620664: 4396780.88
Current Savings Balance for 2076962079974167: 3874791.40
Current Savings Balance for 4659001911688512: 1017139.66
Current Savings Balance for 8028716243309826: 1678559.21
Current Savings Balance for 0793710490620664: 4394920.03
Current Savings Balance for 0793710490620664: 4394264.66
Current Savings Balance for 0793710490620664: 4394264.66
Current Savings Balance for 6847226299857821: 879602.88
Current Savings Balance for 7966380955913694: 2711354.51
Current Savings Balance for 8255171551994747: 3123628.97
Current Savings Balance for 0793710490620664: 4400614.17
Current Savings Balance for 2076962079974167: 3875548.23
Current Savings Balance for 1093278990669429: 1389761.82
Current Savings Balance for 4659001911688512: 1022010.72
Current Savings Balance for 7966380955913694: 2708680.26
Current Savings Balance for 6847226299857821: 873106.59
Current Savings Balance for 8028716243309826: 1674680.45
Current Savings Balance for 8028716243309826: 1674680.45
Current Savings Balance for 1093278990669429: 1390401.90
Current Savings Balance for 2076962079974167: 3874704.88
Current Savings Balance for 9980216556183046: 2282860.32
Current Savings Balance for 0793710490620664: 4401109.43
Current Savings Balance for 1093278990669429: 1388592.59
Current Savings Balance for 2076962079974167: 3871181.29
Current Savings Balance for 3491588839892013: 3687796.02
Current Savings Balance for 0793710490620664: 4400809.28
Current Savings Balance for 3491588839892013: 3689767.69
Current Savings Balance for 9980216556183046: 2281589.86
Current Savings Balance for 6847226299857821: 866944.46
Current Savings Balance for 2076962079974167: 3872404.05
Current Savings Balance for 8028716243309826: 1674418.81
Current Savings Balance for 7966380955913694: 2717246.52
Current Savings Balance for 4659001911688512: 1033664.07
Current Savings Balance for 6847226299857821: 866832.43
Current Savings Balance for 4659001911688512: 1033664.07
Current Savings Balance for 7966380955913694: 2715306.09
Current Savings Balance for 6847226299857821: 867095.45
Current Savings Balance for 2076962079974167: 3874162.60
Current Savings Balance for 4659001911688512: 1031478.65
Current Savings Balance for 6847226299857821: 867739.98
Current Savings Balance for 9980216556183046: 2278447.90
Current Savings Balance for 2076962079974167: 3877025.75
Current Savings Balance for 7966380955913694: 2716322.42
Current Savings Balance for 9980216556183046: 2280314.09
Current Savings Balance for 6847226299857821: 869840.46
Current Savings Balance for 3491588839892013: 3693253.49
Current Savings Balance for 2076962079974167: 3874308.34
Current Savings Balance for 9980216556183046: 2277788.56
Current Savings Balance for 3491588839892013: 3694954.89
Current Savings Balance for 8028716243309826: 1671086.40
Current Savings Balance for 7966380955913694: 2722185.33
Current Savings Balance for 1093278990669429: 1398404.66
Current Savings Balance for 2076962079974167: 3877053.36
Current Savings Balance for 0793710490620664: 4394731.43
Current Savings Balance for 4659001911688512: 1035818.17
Current Savings Balance for 1093278990669429: 1395686.95
Current Savings Balance for 8255171551994747: 3115860.79
Current Savings Balance for 7966380955913694: 2718487.44
Current Savings Balance for 6847226299857821: 872603.65
Current Savings Balance for 8028716243309826: 1672836.26
Current Savings Balance for 7966380955913694: 2717282.33
Current Savings Balance for 7966380955913694: 2717291.61
Current Savings Balance for 4659001911688512: 1031234.64
Current Savings Balance for 4659001911688512: 1031234.64
Current Savings Balance for 7966380955913694: 2718701.69
Current Savings Balance for 3491588839892013: 3681460.79
Current Savings Balance for 9980216556183046: 2280703.55
Current Savings Balance for 9980216556183046: 2280317.16
Current Savings Balance for 8028716243309826: 1671367.74
Current Savings Balance for 4659001911688512: 1036526.22
Current Savings Balance for 8255171551994747: 3104850.87
Current Savings Balance for 4659001911688512: 1034097.24
Current Savings Balance for 8028716243309826: 1672179.39
Current Savings Balance for 7966380955913694: 2722497.17
Current Savings Balance for 0793710490620664: 4399659.06
Current Savings Balance for 0793710490620664: 4399659.06
Current Savings Balance for 9980216556183046: 2274797.10
Current Savings Balance for 1093278990669429: 1398342.41
Current Savings Balance for 1093278990669429: 1399185.94
Current Savings Balance for 0793710490620664: 4399041.11
Current Savings Balance for 6847226299857821: 891538.50
Current Savings Balance for 8255171551994747: 3102079.14
Current Savings Balance for 0793710490620664: 4398103.88
Current Savings Balance for 0793710490620664: 4396825.54
Current Savings Balance for 9980216556183046: 2280448.74
Current Savings Balance for 9980216556183046: 2280647.10
Current Savings Balance for 1093278990669429: 1398440.37
Current Savings Balance for 0793710490620664: 4401391.55
Current Savings Balance for 6847226299857821: 894501.08
Current Savings Balance for 1093278990669429: 1398440.37
Current Savings Balance for 0793710490620664: 4401391.55
Current Savings Balance for 3491588839892013: 3679030.80
Current Savings Balance for 1093278990669429: 1398440.37
Current Savings Balance for 1093278990669429: 1397648.28
Current Savings Balance for 9980216556183046: 2275397.61
Current Savings Balance for 3491588839892013: 3677986.39
Current Savings Balance for 8028716243309826: 1673047.50
Current Savings Balance for 7966380955913694: 2708426.44
Current Savings Balance for 8028716243309826: 1673047.50
Current Savings Balance for 0793710490620664: 4399609.25
Current Savings Balance for 9980216556183046: 2274848.90
Current Savings Balance for 8255171551994747: 3098398.51
Current Savings Balance for 9980216556183046: 2277120.28
Current Savings Balance for 6847226299857821: 902565.00
Current Savings Balance for 2076962079974167: 3890520.90
Current Savings Balance for 4659001911688512: 1033064.74
Current Savings Balance for 0793710490620664: 4396957.52
Current Savings Balance for 8028716243309826: 1673930.27
Current Savings Balance for 3491588839892013: 3672180.01
Current Savings Balance for 4659001911688512: 1030355.66
Current Savings Balance for 7966380955913694: 2709604.01
Current Savings Balance for 6847226299857821: 903198.05
Current Savings Balance for 7966380955913694: 2707729.99
Current Savings Balance for 2076962079974167: 3890571.98
Current Savings Balance for 2076962079974167: 3892112.65
Current Savings Balance for 2076962079974167: 3892832.20
Current Savings Balance for 1093278990669429: 1407847.13
Current Savings Balance for 8028716243309826: 1676527.82
Current Savings Balance for 2076962079974167: 3891478.35
Current Savings Balance for 1093278990669429: 1409635.67
Current Savings Balance for 0793710490620664: 4410282.62
Current Savings Balance for 3491588839892013: 3672316.88
Current Savings Balance for 1093278990669429: 1410681.30
Current Savings Balance for 0793710490620664: 4402374.22
Current Savings Balance for 4659001911688512: 1038181.82
Current Savings Balance for 6847226299857821: 910721.77
Current Savings Balance for 6847226299857821: 912195.20
Current Savings Balance for 2076962079974167: 3896937.51
Current Savings Balance for 2076962079974167: 3895529.57
Current Savings Balance for 7966380955913694: 2705957.21
Current Savings Balance for 8255171551994747: 3101710.31
Current Savings Balance for 7966380955913694: 2706536.08
Current Savings Balance for 2076962079974167: 3893856.56
Current Savings Balance for 4659001911688512: 1045334.03
Current Savings Balance for 1093278990669429: 1419821.91
Current Savings Balance for 3491588839892013: 3672279.84
Current Savings Balance for 8028716243309826: 1683294.96
Current Savings Balance for 4659001911688512: 1041303.29
Current Savings Balance for 0793710490620664: 4396212.56
Current Savings Balance for 3491588839892013: 3673198.39
Current Savings Balance for 2076962079974167: 3889640.88
Current Savings Balance for 3491588839892013: 3673723.94
Current Savings Balance for 7966380955913694: 2703490.27
Current Savings Balance for 4659001911688512: 1039273.93
Current Savings Balance for 4659001911688512: 1037737.87
Current Savings Balance for 4659001911688512: 1037737.87
Current Savings Balance for 6847226299857821: 924697.34
Current Savings Balance for 9980216556183046: 2290086.32
Current Savings Balance for 1093278990669429: 1427227.28
Current Savings Balance for 3491588839892013: 3666720.48
Current Savings Balance for 2076962079974167: 3883160.62
Current Savings Balance for 3491588839892013: 3668295.46
Current Savings Balance for 2076962079974167: 3881585.64
Current Savings Balance for 7966380955913694: 2706413.73
Current Savings Balance for 8255171551994747: 3094197.87
Current Savings Balance for 9980216556183046: 2295250.08
Current Savings Balance for 0793710490620664: 4407446.70
Current Savings Balance for 3491588839892013: 3666890.97
Current Savings Balance for 3491588839892013: 3665331.02
Current Savings Balance for 0793710490620664: 4405740.07
Current Savings Balance for 9980216556183046: 2294971.87
Current Savings Balance for 1093278990669429: 1424411.60
Current Savings Balance for 3491588839892013: 3666291.75
Current Savings Balance for 9980216556183046: 2290626.96
Current Savings Balance for 6847226299857821: 931185.28
Current Savings Balance for 4659001911688512: 1042374.74
Current Savings Balance for 0793710490620664: 4402906.83
Current Savings Balance for 9980216556183046: 2289287.43
Current Savings Balance for 0793710490620664: 4401677.47
