==3078== Memcheck, a memory error detector
Current Savings Balance for 0793710490620664: 4462823.16
Current Savings Balance for 7966380955913694: 2881447.11
Current Savings Balance for 3491588839892013: 3921295.32
Current Savings Balance for 3491588839892013: 3922637.77
Current Savings Balance for 9980216556183046: 2241373.27
Current Savings Balance for 8028716243309826: 1609141.67
Current Savings Balance for 2076962079974167: 4012341.96
Current Savings Balance for 8255171551994747: 3128566.28
Current Savings Balance for 6847226299857821: 674105.65
Current Savings Balance for 8028716243309826: 1608338.39
Current Savings Balance for 2076962079974167: 4012028.70
Current Savings Balance for 0793710490620664: 4462634.32
Current Savings Balance for 2076962079974167: 4011214.17
Current Savings Balance for 8255171551994747: 3132441.27
Current Savings Balance for 8028716243309826: 1608338.39
Current Savings Balance for 9980216556183046: 2238709.60
Current Savings Balance for 2076962079974167: 4010294.75
Current Savings Balance for 7966380955913694: 2884594.42
Current Savings Balance for 3491588839892013: 3923369.50
Current Savings Balance for 4659001911688512: 657842.66
Current Savings Balance for 1093278990669429: 1152201.26
Current Savings Balance for 4659001911688512: 659505.27
Current Savings Balance for 1093278990669429: 1153013.03
Current Savings Balance for 3491588839892013: 3921502.49
Current Savings Balance for 7966380955913694: 2882363.47
Current Savings Balance for 9980216556183046: 2240400.58
Current Savings Balance for 7966380955913694: 2881257.09
Current Savings Balance for 8255171551994747: 3116321.17
Current Savings Balance for 1093278990669429: 1156781.07
Current Savings Balance for 1093278990669429: 1158141.29
Current Savings Balance for 8255171551994747: 3112519.75
Current Savings Balance for 2076962079974167: 4010338.75
Current Savings Balance for 8028716243309826: 1612208.25
Current Savings Balance for 8255171551994747: 3110781.88
Current Savings Balance for 4659001911688512: 658953.28
Current Savings Balance for 0793710490620664: 4466749.49
Current Savings Balance for 8255171551994747: 3110136.46
Current Savings Balance for 9980216556183046: 2243722.91
Current Savings Balance for 7966380955913694: 2875660.40
Current Savings Balance for 8028716243309826: 1614097.29
Current Savings Balance for 1093278990669429: 1160391.67
Current Savings Balance for 8255171551994747: 3110124.90
Current Savings Balance for 6847226299857821: 680331.32
Current Savings Balance for 0793710490620664: 4462048.10
Current Savings Balance for 8028716243309826: 1616256.54
Current Savings Balance for 7966380955913694: 2870972.78
Current Savings Balance for 9980216556183046: 2247221.32
Current Savings Balance for 3491588839892013: 3927602.60
Current Savings Balance for 8028716243309826: 1616256.54
Current Savings Balance for 8255171551994747: 3103764.91
Current Savings Balance for 8028716243309826: 1616404.88
Current Savings Balance for 2076962079974167: 3998984.83
Current Savings Balance for 9980216556183046: 2238867.87
Current Savings Balance for 4659001911688512: 668790.66
Current Savings Balance for 4659001911688512: 668790.66
Current Savings Balance for 4659001911688512: 669115.79
Current Savings Balance for 8028716243309826: 1618650.64
Current Savings Balance for 0793710490620664: 4451774.50
Current Savings Balance for 0793710490620664: 4451119.13
Current Savings Balance for 0793710490620664: 4451119.13
Current Savings Balance for 6847226299857821: 691392.61
Current Savings Balance for 7966380955913694: 2867982.80
Current Savings Balance for 8255171551994747: 3103155.60
Current Savings Balance for 0793710490620664: 4457468.64
Current Savings Balance for 2076962079974167: 3998731.08
Current Savings Balance for 1093278990669429: 1163093.51
Current Savings Balance for 4659001911688512: 673986.85
Current Savings Balance for 7966380955913694: 2865308.55
Current Savings Balance for 6847226299857821: 684896.32
Current Savings Balance for 8028716243309826: 1614771.88
Current Savings Balance for 8028716243309826: 1614771.88
Current Savings Balance for 1093278990669429: 1163733.59
Current Savings Balance for 2076962079974167: 3997887.73
Current Savings Balance for 9980216556183046: 2244289.47
Current Savings Balance for 0793710490620664: 4457963.90
Current Savings Balance for 1093278990669429: 1161924.28
Current Savings Balance for 2076962079974167: 3994364.14
Current Savings Balance for 3491588839892013: 3921336.36
Current Savings Balance for 8028716243309826: 1613301.64
Current Savings Balance for 7966380955913694: 2870774.51
Current Savings Balance for 7966380955913694: 2870783.79
Current Savings Balance for 4659001911688512: 675366.29
Current Savings Balance for 4659001911688512: 675366.29
Current Savings Balance for 7966380955913694: 2872193.87
Current Savings Balance for 3491588839892013: 3918212.58
Current Savings Balance for 9980216556183046: 2243154.46
Current Savings Balance for 9980216556183046: 2242768.07
Current Savings Balance for 8028716243309826: 1611833.12
Current Savings Balance for 3491588839892013: 3918659.37
Current Savings Balance for 1093278990669429: 1163967.09
Current Savings Balance for 0793710490620664: 4454130.93
Current Savings Balance for 4659001911688512: 678067.47
Current Savings Balance for 6847226299857821: 677155.65
Current Savings Balance for 6847226299857821: 678629.08
Current Savings Balance for 2076962079974167: 3995965.23
Current Savings Balance for 2076962079974167: 3994557.29
Current Savings Balance for 7966380955913694: 2867536.04
Current Savings Balance for 8255171551994747: 3109681.12
Current Savings Balance for 7966380955913694: 2868114.91
Current Savings Balance for 2076962079974167: 3992884.28
Current Savings Balance for 4659001911688512: 685219.68
Current Savings Balance for 2076962079974167: 3992884.28
Current Savings Balance for 8255171551994747: 3109681.12
Current Savings Balance for 2076962079974167: 3992884.28
Current Savings Balance for 8255171551994747: 3107121.47
Current Savings Balance for 3491588839892013: 3916232.85
Current Savings Balance for 7966380955913694: 2870188.95
Current Savings Balance for 1093278990669429: 1173733.07
Current Savings Balance for 7966380955913694: 2870188.95
Current Savings Balance for 6847226299857821: 683471.94
Current Savings Balance for 3491588839892013: 3918029.76
Current Savings Balance for 2076962079974167: 3991983.49
Current Savings Balance for 4659001911688512: 686687.33
Current Savings Balance for 0793710490620664: 4446018.11
Current Savings Balance for 8255171551994747: 3106473.08
Current Savings Balance for 8028716243309826: 1619131.58
Current Savings Balance for 0793710490620664: 4445002.19
Current Savings Balance for 2076962079974167: 3992706.72
Current Savings Balance for 4659001911688512: 684590.96
Current Savings Balance for 9980216556183046: 2243239.92
Current Savings Balance for 8255171551994747: 3106275.85
Current Savings Balance for 9980216556183046: 2243000.02
Current Savings Balance for 8028716243309826: 1622130.28
Current Savings Balance for 0793710490620664: 4444285.10
Current Savings Balance for 3491588839892013: 3911591.22
Current Savings Balance for 4659001911688512: 682572.53
Current Savings Balance for 9980216556183046: 2245296.17
Current Savings Balance for 8028716243309826: 1620258.35
Current Savings Balance for 1093278990669429: 1173967.03
Current Savings Balance for 8028716243309826: 1620258.35
Current Savings Balance for 6847226299857821: 687592.84
Current Savings Balance for 9980216556183046: 2243397.38
Current Savings Balance for 2076962079974167: 3988261.75
Current Savings Balance for 0793710490620664: 4447702.65
Current Savings Balance for 3491588839892013: 3908329.40
Current Savings Balance for 9980216556183046: 2246924.45
Current Savings Balance for 9980216556183046: 2247247.59
Current Savings Balance for 8028716243309826: 1620089.52
Current Savings Balance for 8028716243309826: 1621327.81
Current Savings Balance for 8028716243309826: 1621327.81
Current Savings Balance for 3491588839892013: 3914264.64
Current Savings Balance for 4659001911688512: 682013.73
Current Savings Balance for 0793710490620664: 4448241.20
Current Savings Balance for 8255171551994747: 3104780.95
Current Savings Balance for 7966380955913694: 2883976.39
Current Savings Balance for 7966380955913694: 2882602.75
Current Savings Balance for 9980216556183046: 2242407.45
Current Savings Balance for 9980216556183046: 2243061.77
Current Savings Balance for 7966380955913694: 2880134.01
Current Savings Balance for 7966380955913694: 2878664.84
Current Savings Balance for 1093278990669429: 1169598.05
Current Savings Balance for 9980216556183046: 2244220.66
Current Savings Balance for 4659001911688512: 687077.89
Current Savings Balance for 8255171551994747: 3105148.20
Current Savings Balance for 4659001911688512: 688721.75
Current Savings Balance for 2076962079974167: 3985991.29
Current Savings Balance for 7966380955913694: 2880746.51
Current Savings Balance for 8028716243309826: 1621438.75
Current Savings Balance for 0793710490620664: 4455402.25
Current Savings Balance for 8255171551994747: 3104335.08
Current Savings Balance for 8255171551994747: 3104335.08
Current Savings Balance for 8255171551994747: 3104335.08
Current Savings Balance for 1093278990669429: 1172029.40
Current Savings Balance for 9980216556183046: 2246268.20
Current Savings Balance for 6847226299857821: 682383.18
Current Savings Balance for 8255171551994747: 3105954.01
Current Savings Balance for 2076962079974167: 3987458.29
Current Savings Balance for 6847226299857821: 683547.25
Current Savings Balance for 7966380955913694: 2882413.85
Current Savings Balance for 7966380955913694: 2882802.61
Current Savings Balance for 1093278990669429: 1178446.21
Current Savings Balance for 4659001911688512: 689058.48
Current Savings Balance for 2076962079974167: 3987841.93
Current Savings Balance for 1093278990669429: 1177005.05
Current Savings Balance for 1093278990669429: 1177005.05
Current Savings Balance for 4659001911688512: 692448.94
Current Savings Balance for 7966380955913694: 2881250.07
Current Savings Balance for 9980216556183046: 2252152.62
Current Savings Balance for 6847226299857821: 683652.61
Current Savings Balance for 1093278990669429: 1175883.57
Current Savings Balance for 3491588839892013: 3910284.07
Current Savings Balance for 3491588839892013: 3911546.96
Current Savings Balance for 8255171551994747: 3100953.28
Current Savings Balance for 4659001911688512: 692171.55
Current Savings Balance for 0793710490620664: 4449967.86
Current Savings Balance for 8028716243309826: 1619068.43
Current Savings Balance for 8255171551994747: 3100348.44
Current Savings Balance for 3491588839892013: 3905134.31
Current Savings Balance for 8255171551994747: 3101432.15
Current Savings Balance for 0793710490620664: 4448726.34
Current Savings Balance for 3491588839892013: 3905649.02
Current Savings Balance for 2076962079974167: 3977467.97
Current Savings Balance for 1093278990669429: 1186280.21
Current Savings Balance for 8255171551994747: 3103595.07
Current Savings Balance for 8255171551994747: 3103595.07
Current Savings Balance for 7966380955913694: 2881312.17
Current Savings Balance for 8028716243309826: 1619102.54
Current Savings Balance for 9980216556183046: 2244226.61
Current Savings Balance for 4659001911688512: 700184.51
Current Savings Balance for 3491588839892013: 3907222.00
Current Savings Balance for 0793710490620664: 4448644.80
Current Savings Balance for 1093278990669429: 1189061.09
Current Savings Balance for 2076962079974167: 3974921.44
Current Savings Balance for 9980216556183046: 2240747.23
Current Savings Balance for 0793710490620664: 4450478.24
Current Savings Balance for 9980216556183046: 2239971.89
Current Savings Balance for 1093278990669429: 1186736.56
Current Savings Balance for 8028716243309826: 1618012.49
Current Savings Balance for 8255171551994747: 3096939.46
Current Savings Balance for 9980216556183046: 2240910.46
Current Savings Balance for 9980216556183046: 2240910.46
Current Savings Balance for 0793710490620664: 4448087.09
Current Savings Balance for 6847226299857821: 695450.01
Current Savings Balance for 4659001911688512: 708137.43
Current Savings Balance for 8028716243309826: 1620381.17
Current Savings Balance for 3491588839892013: 3886149.06
Current Savings Balance for 2076962079974167: 3961141.82
Current Savings Balance for 1093278990669429: 1199810.90
Current Savings Balance for 3491588839892013: 3886355.94
Current Savings Balance for 7966380955913694: 2877989.22
Current Savings Balance for 3491588839892013: 3886355.94
Current Savings Balance for 1093278990669429: 1205100.77
Current Savings Balance for 3491588839892013: 3888579.53
Current Savings Balance for 8255171551994747: 3097524.18
Current Savings Balance for 9980216556183046: 2239718.22
Current Savings Balance for 7966380955913694: 2872990.87
Current Savings Balance for 7966380955913694: 2872990.87
Current Savings Balance for 4659001911688512: 707110.91
Current Savings Balance for 8255171551994747: 3102377.15
Current Savings Balance for 8028716243309826: 1616481.11
Current Savings Balance for 8255171551994747: 3100828.23
Current Savings Balance for 4659001911688512: 708644.21
Current Savings Balance for 0793710490620664: 4455845.33
Current Savings Balance for 2076962079974167: 3964473.08
Current Savings Balance for 4659001911688512: 706741.51
Current Savings Balance for 8028716243309826: 1616481.11
Current Savings Balance for 3491588839892013: 3880285.21
Current Savings Balance for 9980216556183046: 2242018.09
Current Savings Balance for 8028716243309826: 1614831.38
Current Savings Balance for 9980216556183046: 2239294.74
Current Savings Balance for 0793710490620664: 4458964.37
Current Savings Balance for 9980216556183046: 2241699.66
Current Savings Balance for 7966380955913694: 2865423.14
Current Savings Balance for 2076962079974167: 3961813.17
Current Savings Balance for 7966380955913694: 2867324.42
Current Savings Balance for 0793710490620664: 4457102.15
Current Savings Balance for 7966380955913694: 2866266.19
Current Savings Balance for 1093278990669429: 1212898.49
Current Savings Balance for 9980216556183046: 2239298.22
Current Savings Balance for 1093278990669429: 1214754.25
Current Savings Balance for 2076962079974167: 3962987.98
Current Savings Balance for 0793710490620664: 4457492.77
Current Savings Balance for 8255171551994747: 3093075.69
Current Savings Balance for 8028716243309826: 1619544.96
Current Savings Balance for 0793710490620664: 4459758.58
Current Savings Balance for 6847226299857821: 710077.51
Current Savings Balance for 7966380955913694: 2859244.15
Current Savings Balance for 8028716243309826: 1619934.90
Current Savings Balance for 3491588839892013: 3878085.50
Current Savings Balance for 7966380955913694: 2857598.78
Current Savings Balance for 7966380955913694: 2856697.71
Current Savings Balance for 8028716243309826: 1619132.71
Current Savings Balance for 2076962079974167: 3964431.15
Current Savings Balance for 3491588839892013: 3876347.27
Current Savings Balance for 1093278990669429: 1222805.67
Current Savings Balance for 0793710490620664: 4458557.51
Current Savings Balance for 7966380955913694: 2858385.51
Current Savings Balance for 8255171551994747: 3085965.65
Current Savings Balance for 7966380955913694: 2861961.41
Current Savings Balance for 8028716243309826: 1622831.62
Current Savings Balance for 7966380955913694: 2861524.25
Current Savings Balance for 3491588839892013: 3876982.55
Current Savings Balance for 0793710490620664: 4459351.97
Current Savings Balance for 2076962079974167: 3964377.65
Current Savings Balance for 1093278990669429: 1224309.70
Current Savings Balance for 8255171551994747: 3082960.72
Current Savings Balance for 1093278990669429: 1221733.20
Current Savings Balance for 2076962079974167: 3964940.09
Current Savings Balance for 9980216556183046: 2229611.15
Current Savings Balance for 9980216556183046: 2229611.15
Current Savings Balance for 1093278990669429: 1218564.48
Current Savings Balance for 6847226299857821: 703505.16
Current Savings Balance for 8255171551994747: 3082424.35
Current Savings Balance for 1093278990669429: 1220266.18
Current Savings Balance for 3491588839892013: 3884248.59
Current Savings Balance for 6847226299857821: 698597.78
Current Savings Balance for 1093278990669429: 1216699.13
Current Savings Balance for 4659001911688512: 709250.23
Current Savings Balance for 8255171551994747: 3085775.54
Current Savings Balance for 7966380955913694: 2862430.97
Current Savings Balance for 0793710490620664: 4464008.06
Current Savings Balance for 2076962079974167: 3971778.41
Current Savings Balance for 3491588839892013: 3874151.59
Current Savings Balance for 2076962079974167: 3972144.87
Current Savings Balance for 4659001911688512: 706505.91
Current Savings Balance for 3491588839892013: 3873868.34
Current Savings Balance for 8028716243309826: 1622813.96
Current Savings Balance for 6847226299857821: 703335.50
Current Savings Balance for 7966380955913694: 2854153.70
Current Savings Balance for 2076962079974167: 3978852.51
Current Savings Balance for 7966380955913694: 2858406.17
Current Savings Balance for 2076962079974167: 3980768.93
Current Savings Balance for 3491588839892013: 3872329.74
Current Savings Balance for 0793710490620664: 4462193.62
Current Savings Balance for 9980216556183046: 2233466.22
Current Savings Balance for 1093278990669429: 1219940.50
Current Savings Balance for 7966380955913694: 2857394.48
Current Savings Balance for 9980216556183046: 2236118.74
Current Savings Balance for 3491588839892013: 3867638.93
Current Savings Balance for 4659001911688512: 703025.79
Current Savings Balance for 4659001911688512: 702668.22
Current Savings Balance for 1093278990669429: 1220680.18
Current Savings Balance for 3491588839892013: 3870867.33
Current Savings Balance for 8255171551994747: 3094411.58
Current Savings Balance for 8255171551994747: 3095277.00
Current Savings Balance for 6847226299857821: 703731.81
Current Savings Balance for 8028716243309826: 1633884.38
Current Savings Balance for 4659001911688512: 706705.57
Current Savings Balance for 2076962079974167: 3986398.51
Current Savings Balance for 3491588839892013: 3859690.01
Current Savings Balance for 4659001911688512: 706655.35
Current Savings Balance for 6847226299857821: 704204.59
Current Savings Balance for 1093278990669429: 1228267.79
Current Savings Balance for 7966380955913694: 2856427.45
Current Savings Balance for 4659001911688512: 704632.52
Current Savings Balance for 9980216556183046: 2232564.39
Current Savings Balance for 4659001911688512: 707983.65
Current Savings Balance for 0793710490620664: 4447881.29
Current Savings Balance for 6847226299857821: 701944.17
Current Savings Balance for 6847226299857821: 701944.17
Current Savings Balance for 2076962079974167: 3989505.94
Current Savings Balance for 7966380955913694: 2857087.99
Current Savings Balance for 4659001911688512: 710657.66
Current Savings Balance for 8255171551994747: 3094351.78
Current Savings Balance for 7966380955913694: 2855332.64
Current Savings Balance for 1093278990669429: 1231981.76
Current Savings Balance for 1093278990669429: 1231215.26
Current Savings Balance for 6847226299857821: 700650.26
Current Savings Balance for 0793710490620664: 4447952.83
Current Savings Balance for 8028716243309826: 1632156.26
Current Savings Balance for 6847226299857821: 701461.18
Current Savings Balance for 9980216556183046: 2225592.92
Current Savings Balance for 8028716243309826: 1631940.88
Current Savings Balance for 1093278990669429: 1227251.03
Current Savings Balance for 4659001911688512: 711699.76
Current Savings Balance for 1093278990669429: 1224322.15
Current Savings Balance for 3491588839892013: 3865355.30
Current Savings Balance for 2076962079974167: 3998784.70
Current Savings Balance for 7966380955913694: 2853798.15
Current Savings Balance for 7966380955913694: 2853798.15
Current Savings Balance for 2076962079974167: 3997910.13
Current Savings Balance for 3491588839892013: 3864983.83
Current Savings Balance for 8255171551994747: 3091001.84
Current Savings Balance for 8028716243309826: 1635073.53
Current Savings Balance for 3491588839892013: 3864763.88
Current Savings Balance for 9980216556183046: 2219801.18
Current Savings Balance for 2076962079974167: 3993306.62
Current Savings Balance for 8028716243309826: 1635073.53
Current Savings Balance for 8255171551994747: 3092308.48
Current Savings Balance for 2076962079974167: 3988890.98
Current Savings Balance for 2076962079974167: 3988890.98
Current Savings Balance for 3491588839892013: 3865312.98
Current Savings Balance for 9980216556183046: 2214562.15
Current Savings Balance for 2076962079974167: 3987339.33
Current Savings Balance for 6847226299857821: 702746.30
Current Savings Balance for 7966380955913694: 2847237.45
Current Savings Balance for 0793710490620664: 4450430.29
Current Savings Balance for 2076962079974167: 3984747.19
Current Savings Balance for 4659001911688512: 712400.80
Current Savings Balance for 6847226299857821: 698278.02
Current Savings Balance for 2076962079974167: 3985398.62
Current Savings Balance for 7966380955913694: 2849038.92
Current Savings Balance for 4659001911688512: 706785.28
Current Savings Balance for 3491588839892013: 3868234.87
Current Savings Balance for 3491588839892013: 3866929.96
Current Savings Balance for 3491588839892013: 3868368.57
Current Savings Balance for 8255171551994747: 3101625.57
Current Savings Balance for 4659001911688512: 704580.52
Current Savings Balance for 8255171551994747: 3104083.78
Current Savings Balance for 9980216556183046: 2224094.09
Current Savings Balance for 8255171551994747: 3104563.63
Current Savings Balance for 4659001911688512: 704965.10
Current Savings Balance for 6847226299857821: 695698.09
Current Savings Balance for 9980216556183046: 2226843.98
Current Savings Balance for 8028716243309826: 1642014.51
Current Savings Balance for 6847226299857821: 692151.53
Current Savings Balance for 8255171551994747: 3104326.25
Current Savings Balance for 7966380955913694: 2846776.50
Current Savings Balance for 4659001911688512: 702939.55
Current Savings Balance for 9980216556183046: 2234271.13
Current Savings Balance for 7966380955913694: 2842916.56
Current Savings Balance for 6847226299857821: 689623.36
Current Savings Balance for 4659001911688512: 705109.48
Current Savings Balance for 8028716243309826: 1641468.33
Current Savings Balance for 3491588839892013: 3870844.79
Current Savings Balance for 6847226299857821: 689623.36
Current Savings Balance for 8028716243309826: 1641468.33
Current Savings Balance for 9980216556183046: 2231259.70
Current Savings Balance for 8028716243309826: 1640798.51
Current Savings Balance for 1093278990669429: 1242688.85
Current Savings Balance for 0793710490620664: 4449206.16
Current Savings Balance for 9980216556183046: 2229775.11
Current Savings Balance for 9980216556183046: 2228138.82
Current Savings Balance for 1093278990669429: 1243340.72
Current Savings Balance for 0793710490620664: 4451105.78
Current Savings Balance for 3491588839892013: 3878217.57
Current Savings Balance for 3491588839892013: 3878504.93
Current Savings Balance for 7966380955913694: 2844850.06
Current Savings Balance for 8255171551994747: 3106250.85
Current Savings Balance for 1093278990669429: 1242254.72
Current Savings Balance for 0793710490620664: 4450801.96
Current Savings Balance for 3491588839892013: 3880573.41
Current Savings Balance for 7966380955913694: 2843003.48
Current Savings Balance for 6847226299857821: 699454.18
Current Savings Balance for 2076962079974167: 3980773.90
Current Savings Balance for 3491588839892013: 3880453.66
Current Savings Balance for 0793710490620664: 4453082.52
Current Savings Balance for 1093278990669429: 1246051.82
Current Savings Balance for 9980216556183046: 2230353.16
Current Savings Balance for 9980216556183046: 2230353.16
Current Savings Balance for 8255171551994747: 3111161.79
Current Savings Balance for 1093278990669429: 1246051.82
Current Savings Balance for 8028716243309826: 1642805.52
Current Savings Balance for 8028716243309826: 1642805.52
Current Savings Balance for 6847226299857821: 699042.46
Current Savings Balance for 7966380955913694: 2845431.20
Current Savings Balance for 3491588839892013: 3881295.35
Current Savings Balance for 4659001911688512: 702115.98
Current Savings Balance for 6847226299857821: 699785.21
Current Savings Balance for 1093278990669429: 1248080.08
Current Savings Balance for 3491588839892013: 3881295.35
Current Savings Balance for 3491588839892013: 3882842.37
Current Savings Balance for 8028716243309826: 1641935.93
Current Savings Balance for 0793710490620664: 4448959.16
Current Savings Balance for 2076962079974167: 3983693.88
Current Savings Balance for 6847226299857821: 701290.98
Current Savings Balance for 6847226299857821: 704384.55
Current Savings Balance for 9980216556183046: 2236418.33
Current Savings Balance for 7966380955913694: 2828290.33
Current Savings Balance for 7966380955913694: 2831772.92
Current Savings Balance for 9980216556183046: 2239526.13
Current Savings Balance for 9980216556183046: 2242001.62
Current Savings Balance for 8028716243309826: 1642242.66
Current Savings Balance for 6847226299857821: 710829.43
Current Savings Balance for 7966380955913694: 2827107.60
Current Savings Balance for 6847226299857821: 710829.43
Current Savings Balance for 1093278990669429: 1248638.77
Current Savings Balance for 8255171551994747: 3109703.41
Current Savings Balance for 0793710490620664: 4441479.18
Current Savings Balance for 4659001911688512: 694908.62
Current Savings Balance for 6847226299857821: 710787.81
Current Savings Balance for 8255171551994747: 3111089.14
Current Savings Balance for 8028716243309826: 1640320.65
Current Savings Balance for 1093278990669429: 1249341.87
Current Savings Balance for 1093278990669429: 1251288.67
Current Savings Balance for 3491588839892013: 3875744.45
Current Savings Balance for 3491588839892013: 3873688.05
Current Savings Balance for 8028716243309826: 1640320.65
Current Savings Balance for 8028716243309826: 1640728.39
Current Savings Balance for 7966380955913694: 2823297.30
Current Savings Balance for 8255171551994747: 3110443.33
Current Savings Balance for 8028716243309826: 1640728.39
Current Savings Balance for 8255171551994747: 3112096.22
Current Savings Balance for 1093278990669429: 1255970.53
Current Savings Balance for 4659001911688512: 695919.36
Current Savings Balance for 2076962079974167: 3991567.13
Current Savings Balance for 9980216556183046: 2239605.34
Current Savings Balance for 9980216556183046: 2234847.75
Current Savings Balance for 9980216556183046: 2232201.40
Current Savings Balance for 4659001911688512: 701552.99
Current Savings Balance for 8028716243309826: 1640110.15
Current Savings Balance for 7966380955913694: 2825365.22
Current Savings Balance for 2076962079974167: 3993330.35
Current Savings Balance for 3491588839892013: 3875378.52
Current Savings Balance for 8028716243309826: 1640110.15
Current Savings Balance for 3491588839892013: 3874815.08
Current Savings Balance for 0793710490620664: 4444942.20
Current Savings Balance for 6847226299857821: 711449.15
Current Savings Balance for 8028716243309826: 1640110.15
Current Savings Balance for 1093278990669429: 1257519.95
Current Savings Balance for 9980216556183046: 2237607.99
Current Savings Balance for 8028716243309826: 1639098.20
Current Savings Balance for 3491588839892013: 3874141.48
Current Savings Balance for 4659001911688512: 705466.12
Current Savings Balance for 6847226299857821: 717569.50
Current Savings Balance for 7966380955913694: 2827454.41
Current Savings Balance for 8028716243309826: 1639715.72
Current Savings Balance for 6847226299857821: 716222.02
Current Savings Balance for 8028716243309826: 1640272.40
Current Savings Balance for 7966380955913694: 2821533.35
Current Savings Balance for 3491588839892013: 3872998.09
Current Savings Balance for 8028716243309826: 1640272.40
Current Savings Balance for 4659001911688512: 703118.49
Current Savings Balance for 1093278990669429: 1261780.35
Current Savings Balance for 0793710490620664: 4447930.96
Current Savings Balance for 4659001911688512: 697905.72
Current Savings Balance for 3491588839892013: 3872433.52
Current Savings Balance for 8255171551994747: 3117115.07
Current Savings Balance for 8028716243309826: 1639007.83
Current Savings Balance for 2076962079974167: 3980459.86
Current Savings Balance for 0793710490620664: 4446086.02
Current Savings Balance for 2076962079974167: 3979769.97
Current Savings Balance for 0793710490620664: 4445125.24
Current Savings Balance for 9980216556183046: 2238225.05
Current Savings Balance for 2076962079974167: 3979382.84
Current Savings Balance for 2076962079974167: 3979382.84
Current Savings Balance for 8028716243309826: 1639036.26
Current Savings Balance for 6847226299857821: 720701.73
Current Savings Balance for 3491588839892013: 3862167.21
Current Savings Balance for 0793710490620664: 4447246.57
Current Savings Balance for 7966380955913694: 2821199.93
Current Savings Balance for 0793710490620664: 4450377.20
Current Savings Balance for 6847226299857821: 717333.14
Current Savings Balance for 2076962079974167: 3979530.40
Current Savings Balance for 8028716243309826: 1640514.55
Current Savings Balance for 1093278990669429: 1272904.02
Current Savings Balance for 3491588839892013: 3853520.21
Current Savings Balance for 7966380955913694: 2807143.48
Current Savings Balance for 0793710490620664: 4452258.69
Current Savings Balance for 3491588839892013: 3850984.81
Current Savings Balance for 6847226299857821: 719168.21
Current Savings Balance for 4659001911688512: 698496.49
Current Savings Balance for 6847226299857821: 718156.76
Current Savings Balance for 4659001911688512: 698711.05
Current Savings Balance for 6847226299857821: 718156.76
Current Savings Balance for 4659001911688512: 698720.90
Current Savings Balance for 3491588839892013: 3849211.90
Current Savings Balance for 9980216556183046: 2236872.72
Current Savings Balance for 0793710490620664: 4449646.84
Current Savings Balance for 3491588839892013: 3846585.16
Current Savings Balance for 9980216556183046: 2236904.92
Current Savings Balance for 7966380955913694: 2806988.56
Current Savings Balance for 0793710490620664: 4448287.65
Current Savings Balance for 4659001911688512: 695804.10
Current Savings Balance for 4659001911688512: 695857.09
Current Savings Balance for 8255171551994747: 3129256.31
Current Savings Balance for 0793710490620664: 4450112.30
Current Savings Balance for 4659001911688512: 693583.12
Current Savings Balance for 3491588839892013: 3843147.38
Current Savings Balance for 4659001911688512: 692366.76
Current Savings Balance for 8255171551994747: 3127766.61
Current Savings Balance for 4659001911688512: 692470.54
Current Savings Balance for 2076962079974167: 3986333.77
Current Savings Balance for 9980216556183046: 2245029.89
Current Savings Balance for 2076962079974167: 3987455.98
Current Savings Balance for 2076962079974167: 3986729.94
Current Savings Balance for 4659001911688512: 696607.44
Current Savings Balance for 8255171551994747: 3134243.05
Current Savings Balance for 4659001911688512: 697535.64
Current Savings Balance for 1093278990669429: 1277890.46
Current Savings Balance for 3491588839892013: 3842368.42
Current Savings Balance for 4659001911688512: 698125.36
Current Savings Balance for 2076962079974167: 3985557.89
Current Savings Balance for 3491588839892013: 3839935.49
Current Savings Balance for 2076962079974167: 3983024.19
Current Savings Balance for 6847226299857821: 731393.78
Current Savings Balance for 1093278990669429: 1280000.81
Current Savings Balance for 8028716243309826: 1646516.31
Current Savings Balance for 4659001911688512: 700317.39
Current Savings Balance for 8255171551994747: 3136337.01
Current Savings Balance for 6847226299857821: 736692.22
Current Savings Balance for 6847226299857821: 736692.22
Current Savings Balance for 1093278990669429: 1282820.45
Current Savings Balance for 7966380955913694: 2801473.67
Current Savings Balance for 1093278990669429: 1283792.94
Current Savings Balance for 8255171551994747: 3133765.42
Current Savings Balance for 1093278990669429: 1283735.68
Current Savings Balance for 6847226299857821: 734836.70
Current Savings Balance for 6847226299857821: 734836.70
Current Savings Balance for 8028716243309826: 1642609.39
Current Savings Balance for 9980216556183046: 2241502.57
Current Savings Balance for 8028716243309826: 1642451.43
Current Savings Balance for 9980216556183046: 2241156.01
Current Savings Balance for 4659001911688512: 695404.64
Current Savings Balance for 3491588839892013: 3832807.74
Current Savings Balance for 8028716243309826: 1642771.34
Current Savings Balance for 8255171551994747: 3135191.51
Current Savings Balance for 0793710490620664: 4454968.67
Current Savings Balance for 7966380955913694: 2804289.06
Current Savings Balance for 2076962079974167: 3970160.08
Current Savings Balance for 1093278990669429: 1287131.88
Current Savings Balance for 4659001911688512: 694043.76
Current Savings Balance for 8255171551994747: 3132701.44
Current Savings Balance for 8028716243309826: 1642771.34
Current Savings Balance for 3491588839892013: 3829200.38
Current Savings Balance for 0793710490620664: 4453143.42
Current Savings Balance for 4659001911688512: 697974.15
